"loc","lat","lon","datetime","date","time","count","avg","size"
"Albion Park Station",-34.566667,150.791667,"20160725 00:00",20160725,"00:00",0,1,0
"Allawah Station",-33.96973,151.1145487,"20160725 00:00",20160725,"00:00",0,28,0
"Arncliffe Station",-33.9368139,151.1471044,"20160725 00:00",20160725,"00:00",0,23,0
"Artarmon Station",-33.8088462,151.1851338,"20160725 00:00",20160725,"00:00",0,71,0
"Ashfield Station",-33.8876216,151.1257964,"20160725 00:00",20160725,"00:00",0,148,0
"Asquith Station",-33.6887073,151.1081745,"20160725 00:00",20160725,"00:00",0,12,0
"Auburn Station",-33.8493342,151.0327747,"20160725 00:00",20160725,"00:00",0,125,0
"Austinmer Station",-34.3064769,150.9293306,"20160725 00:00",20160725,"00:00",0,0,0
"Banksia Station",-33.94519,151.140458,"20160725 00:00",20160725,"00:00",0,16,0
"Bankstown Station",-33.9178532,151.0341437,"20160725 00:00",20160725,"00:00",0,91,0
"Bardwell Park Station",-33.9313462,151.1253131,"20160725 00:00",20160725,"00:00",0,10,0
"Bathurst Station",-33.4256614,149.5831502,"20160725 00:00",20160725,"00:00",0,0,0
"Beecroft Station",-33.7494775,151.0666703,"20160725 00:00",20160725,"00:00",0,18,0
"Belmore Station",-33.917181,151.0883315,"20160725 00:00",20160725,"00:00",0,28,0
"Berala Station",-33.8716223,151.0324957,"20160725 00:00",20160725,"00:00",0,16,0
"Berowra Station",-33.6233665,151.1529859,"20160725 00:00",20160725,"00:00",0,13,0
"Berry Station",-34.7803092,150.6965918,"20160725 00:00",20160725,"00:00",0,0,0
"Beverly Hills Station",-33.9490886,151.0810102,"20160725 00:00",20160725,"00:00",0,22,0
"Bexley North Station",-33.9374584,151.1136524,"20160725 00:00",20160725,"00:00",0,9,0
"Birrong Station",-33.8928869,151.0239787,"20160725 00:00",20160725,"00:00",0,8,0
"Blackheath Station",-33.6337509,150.284371,"20160725 00:00",20160725,"00:00",0,1,0
"Blacktown Station",-33.7685054,150.9072636,"20160725 00:00",20160725,"00:00",0,188,0
"Blaxland Station",-33.7435858,150.609586,"20160725 00:00",20160725,"00:00",0,5,0
"Bomaderry Station",-34.85353,150.609062,"20160725 00:00",20160725,"00:00",0,1,0
"Bondi Junction Station",-33.8910387,151.2484687,"20160725 00:00",20160725,"00:00",0,271,0
"Booragul Station",-32.9716709,151.6052148,"20160725 00:00",20160725,"00:00",0,0,0
"Bowral Station",-34.4779051,150.4168956,"20160725 00:00",20160725,"00:00",0,1,0
"Broadmeadow Station",-32.9232749,151.7340058,"20160725 00:00",20160725,"00:00",0,3,0
"Bulli Station",-34.3342325,150.9147684,"20160725 00:00",20160725,"00:00",0,1,0
"Burwood Station",-33.8770386,151.1039008,"20160725 00:00",20160725,"00:00",0,190,0
"Cabramatta Station",-33.8947601,150.9388232,"20160725 00:00",20160725,"00:00",0,87,0
"Campbelltown Station",-34.0634601,150.8145699,"20160725 00:00",20160725,"00:00",0,56,0
"Campsie Station",-33.9104129,151.1034893,"20160725 00:00",20160725,"00:00",0,88,0
"Canley Vale Station",-33.8873656,150.9434962,"20160725 00:00",20160725,"00:00",0,26,0
"Canterbury Station",-33.9120653,151.1189744,"20160725 00:00",20160725,"00:00",0,20,0
"Cardiff Station",-32.9414784,151.6625684,"20160725 00:00",20160725,"00:00",0,3,0
"Caringbah Station",-34.041611,151.1221247,"20160725 00:00",20160725,"00:00",0,28,0
"Carlingford Station",-33.782135,151.0471415,"20160725 00:00",20160725,"00:00",0,3,0
"Carlton Station",-33.9682746,151.1243625,"20160725 00:00",20160725,"00:00",0,29,0
"Carramar Station",-33.8845142,150.9610081,"20160725 00:00",20160725,"00:00",0,2,0
"Casula Station",-33.9501839,150.9118169,"20160725 00:00",20160725,"00:00",0,0,0
"Central Station",-33.8826209,151.2065819,"20160725 00:00",20160725,"00:00",119,1156,0.102941176470588
"Chatswood Station",-33.7967905,151.1806876,"20160725 00:00",20160725,"00:00",0,297,0
"Cheltenham Station",-33.755699,151.0785393,"20160725 00:00",20160725,"00:00",0,12,0
"Chester Hill Station",-33.8835937,150.9998399,"20160725 00:00",20160725,"00:00",0,7,0
"Circular Quay Station",-33.8613056,151.2108216,"20160725 00:00",20160725,"00:00",54,302,0.178807947019868
"Clarendon Station",-33.6086262,150.7880152,"20160725 00:00",20160725,"00:00",0,0,0
"Clyde Station",-33.8356783,151.0165296,"20160725 00:00",20160725,"00:00",0,3,0
"Como Station",-34.0045866,151.0681421,"20160725 00:00",20160725,"00:00",0,6,0
"Concord West Station",-33.848586,151.0856552,"20160725 00:00",20160725,"00:00",0,23,0
"Coniston Station",-34.437856,150.8851264,"20160725 00:00",20160725,"00:00",0,0,0
"Corrimal Station",-34.3756089,150.9049369,"20160725 00:00",20160725,"00:00",0,0,0
"Cronulla Station",-34.0557489,151.1515177,"20160725 00:00",20160725,"00:00",0,23,0
"Croydon Station",-33.8832136,151.1150945,"20160725 00:00",20160725,"00:00",0,23,0
"Dapto Station",-34.4930357,150.7917782,"20160725 00:00",20160725,"00:00",0,2,0
"Denistone Station",-33.7996626,151.0869192,"20160725 00:00",20160725,"00:00",0,5,0
"Domestic Station",-33.9337438,151.1807518,"20160725 00:00",20160725,"00:00",0,76,0
"Doonside Station",-33.7638836,150.868858,"20160725 00:00",20160725,"00:00",0,26,0
"Dulwich Hill Station",-33.9110628,151.1411708,"20160725 00:00",20160725,"00:00",0,25,0
"Dundas Station",-33.8037891,151.0330836,"20160725 00:00",20160725,"00:00",0,1,0
"Dungog Station",-32.402097,151.7594372,"20160725 00:00",20160725,"00:00",0,0,0
"East Hills Station",-33.9619365,150.9846693,"20160725 00:00",20160725,"00:00",0,6,0
"East Richmond Station",-33.6017605,150.7590569,"20160725 00:00",20160725,"00:00",0,1,0
"Eastwood Station",-33.7901317,151.0822352,"20160725 00:00",20160725,"00:00",0,88,0
"Edgecliff Station",-33.8797328,151.2367353,"20160725 00:00",20160725,"00:00",0,98,0
"Edmondson Park Station",-33.9693902,150.8586465,"20160725 00:00",20160725,"00:00",0,9,0
"Emu Plains Station",-33.7460307,150.6731035,"20160725 00:00",20160725,"00:00",0,15,0
"Engadine Station",-34.0678037,151.0147784,"20160725 00:00",20160725,"00:00",0,11,0
"Epping Station",-33.7727449,151.082121,"20160725 00:00",20160725,"00:00",0,126,0
"Erskineville Station",-33.9000826,151.1855234,"20160725 00:00",20160725,"00:00",0,26,0
"Fairfield Station",-33.872245,150.9572535,"20160725 00:00",20160725,"00:00",0,76,0
"Fassifern Station",-32.9855362,151.5810024,"20160725 00:00",20160725,"00:00",0,2,0
"Faulconbridge Station",-33.6964369,150.5350458,"20160725 00:00",20160725,"00:00",0,0,0
"Flemington Station",-33.8650036,151.0703883,"20160725 00:00",20160725,"00:00",0,43,0
"Gerringong Station",-34.744662,150.8176076,"20160725 00:00",20160725,"00:00",0,0,0
"Glenbrook Station",-33.7689814,150.6210006,"20160725 00:00",20160725,"00:00",0,4,0
"Glenfield Station",-33.9721917,150.8932517,"20160725 00:00",20160725,"00:00",0,56,0
"Gordon Station",-33.7561101,151.1544776,"20160725 00:00",20160725,"00:00",0,74,0
"Gosford Station",-33.423474,151.3418589,"20160725 00:00",20160725,"00:00",0,55,0
"Goulburn Station",-34.7581809,149.7193261,"20160725 00:00",20160725,"00:00",0,0,0
"Granville Station",-33.8327926,151.0119027,"20160725 00:00",20160725,"00:00",0,70,0
"Green Square Station",-33.906269,151.2024366,"20160725 00:00",20160725,"00:00",0,107,0
"Guildford Station",-33.8542423,150.9843831,"20160725 00:00",20160725,"00:00",0,27,0
"Gymea Station",-34.0348123,151.0853555,"20160725 00:00",20160725,"00:00",0,21,0
"Hamilton Station",-32.9184823,151.7484659,"20160725 00:00",20160725,"00:00",0,14,0
"Harris Park Station",-33.8233073,151.0076587,"20160725 00:00",20160725,"00:00",0,24,0
"Hawkesbury River Station",-33.5469461,151.2264729,"20160725 00:00",20160725,"00:00",0,0,0
"Hazelbrook Station",-33.7236751,150.4541787,"20160725 00:00",20160725,"00:00",0,2,0
"Heathcote Station",-34.0879188,151.0083324,"20160725 00:00",20160725,"00:00",0,5,0
"Helensburgh Station",-34.178988,150.9928161,"20160725 00:00",20160725,"00:00",0,5,0
"Holsworthy Station",-33.9632023,150.9564824,"20160725 00:00",20160725,"00:00",0,33,0
"Homebush Station",-33.8666811,151.0861296,"20160725 00:00",20160725,"00:00",0,23,0
"Hornsby Station",-33.7032647,151.0984468,"20160725 00:00",20160725,"00:00",0,129,0
"Hurlstone Park Station",-33.9103361,151.1322417,"20160725 00:00",20160725,"00:00",0,10,0
"Hurstville Station",-33.9676282,151.1023145,"20160725 00:00",20160725,"00:00",0,224,0
"Ingleburn Station",-33.997714,150.8641549,"20160725 00:00",20160725,"00:00",0,33,0
"International Station",-33.9172502,151.1673612,"20160725 00:00",20160725,"00:00",0,40,0
"Jannali Station",-34.01637,151.0646691,"20160725 00:00",20160725,"00:00",0,27,0
"Katoomba Station",-33.7118547,150.3113313,"20160725 00:00",20160725,"00:00",0,8,0
"Kiama Station",-34.6725534,150.8546243,"20160725 00:00",20160725,"00:00",0,1,0
"Killara Station",-33.7656638,151.1618233,"20160725 00:00",20160725,"00:00",0,23,0
"Kings Cross Station",-33.8745073,151.2220566,"20160725 00:00",20160725,"00:00",0,167,0
"Kingsgrove Station",-33.9405075,151.1005996,"20160725 00:00",20160725,"00:00",0,24,0
"Kingswood Station",-33.7583004,150.7200203,"20160725 00:00",20160725,"00:00",0,25,0
"Kirrawee Station",-34.0349562,151.0712604,"20160725 00:00",20160725,"00:00",0,11,0
"Kogarah Station",-33.9627547,151.1325135,"20160725 00:00",20160725,"00:00",0,133,0
"Koolewong Station",-33.466255,151.3185105,"20160725 00:00",20160725,"00:00",0,0,0
"Lakemba Station",-33.9199284,151.0759314,"20160725 00:00",20160725,"00:00",0,41,0
"Lapstone Station",-33.7733843,150.6428558,"20160725 00:00",20160725,"00:00",0,0,0
"Leightonfield Station",-33.8815241,150.9846811,"20160725 00:00",20160725,"00:00",0,0,0
"Leppington Station",-33.9544502,150.8080722,"20160725 00:00",20160725,"00:00",0,10,0
"Leumeah Station",-34.0508435,150.8305294,"20160725 00:00",20160725,"00:00",0,25,0
"Leura Station",-33.71204,150.3309031,"20160725 00:00",20160725,"00:00",0,2,0
"Lewisham Station",-33.8934253,151.1475085,"20160725 00:00",20160725,"00:00",0,26,0
"Lidcombe Station",-33.8637558,151.0451298,"20160725 00:00",20160725,"00:00",0,141,0
"Lindfield Station",-33.775167,151.1690916,"20160725 00:00",20160725,"00:00",0,37,0
"Lisarow Station",-33.3821909,151.3700142,"20160725 00:00",20160725,"00:00",0,0,0
"Lithgow Station",-33.4805595,150.1572991,"20160725 00:00",20160725,"00:00",0,0,0
"Liverpool Station",-33.9247834,150.9273111,"20160725 00:00",20160725,"00:00",0,84,0
"Loftus Station",-34.0451578,151.0513235,"20160725 00:00",20160725,"00:00",0,4,0
"Macarthur Station",-34.0719629,150.7972558,"20160725 00:00",20160725,"00:00",0,26,0
"Macdonaldtown Station",-33.8968457,151.1855919,"20160725 00:00",20160725,"00:00",0,11,0
"Macquarie Fields Station",-33.9849025,150.8790301,"20160725 00:00",20160725,"00:00",0,8,0
"Macquarie Park Station",-33.7855018,151.1286116,"20160725 00:00",20160725,"00:00",0,52,0
"Macquarie University Station",-33.7775092,151.1185824,"20160725 00:00",20160725,"00:00",0,95,0
"Maitland Station",-32.7380345,151.5521275,"20160725 00:00",20160725,"00:00",0,0,0
"Marayong Station",-33.7462433,150.9001884,"20160725 00:00",20160725,"00:00",0,8,0
"Marrickville Station",-33.9138001,151.1532451,"20160725 00:00",20160725,"00:00",0,41,0
"Martin Place Station",-33.867969,151.211503,"20160725 00:00",20160725,"00:00",18,262,0.0687022900763359
"Mascot Station",-33.9232436,151.187339,"20160725 00:00",20160725,"00:00",0,124,0
"Meadowbank Station",-33.8159324,151.0899934,"20160725 00:00",20160725,"00:00",0,49,0
"Merrylands Station",-33.8365126,150.99253,"20160725 00:00",20160725,"00:00",0,56,0
"Milsons Point Station",-33.8458845,151.2118196,"20160725 00:00",20160725,"00:00",0,89,0
"Minto Station",-34.0275182,150.8423981,"20160725 00:00",20160725,"00:00",0,32,0
"Miranda Station",-34.0363093,151.1025719,"20160725 00:00",20160725,"00:00",0,33,0
"Mittagong Station",-34.4525385,150.4484111,"20160725 00:00",20160725,"00:00",0,0,0
"Morisset Station",-33.1089992,151.4878595,"20160725 00:00",20160725,"00:00",0,5,0
"Mortdale Station",-33.9710834,151.0809917,"20160725 00:00",20160725,"00:00",0,39,0
"Moss Vale Station",-34.547926,150.371827,"20160725 00:00",20160725,"00:00",0,0,0
"Mount Colah Station",-33.6713267,151.1151086,"20160725 00:00",20160725,"00:00",0,3,0
"Mount Druitt Station",-33.769558,150.8201259,"20160725 00:00",20160725,"00:00",0,78,0
"Mount Kuring-gai Station",-33.6531594,151.1368521,"20160725 00:00",20160725,"00:00",0,1,0
"Mulgrave Station",-33.6265579,150.8301454,"20160725 00:00",20160725,"00:00",0,2,0
"Museum Station",-33.8766329,151.2098155,"20160725 00:00",20160725,"00:00",0,139,0
"Narara Station",-33.3943965,151.3449776,"20160725 00:00",20160725,"00:00",0,3,0
"Narwee Station",-33.9477025,151.0706404,"20160725 00:00",20160725,"00:00",0,17,0
"Newcastle Station",-32.9268137,151.7843456,"20160725 00:00",20160725,"00:00",0,0,0
"Newtown Station",-33.8978205,151.1788699,"20160725 00:00",20160725,"00:00",0,85,0
"Niagara Park Station",-33.3832051,151.354433,"20160725 00:00",20160725,"00:00",0,0,0
"Normanhurst Station",-33.7207241,151.0971751,"20160725 00:00",20160725,"00:00",0,15,0
"North Ryde Station",-33.7945573,151.1379155,"20160725 00:00",20160725,"00:00",0,20,0
"North Strathfield Station",-33.8588552,151.0881755,"20160725 00:00",20160725,"00:00",0,27,0
"North Sydney Station",-33.8411482,151.2074215,"20160725 00:00",20160725,"00:00",0,342,0
"North Wollongong Station",-34.4121422,150.8914396,"20160725 00:00",20160725,"00:00",0,17,0
"Oak Flats Station",-34.5719509,150.8203931,"20160725 00:00",20160725,"00:00",0,3,0
"Oatley Station",-33.9801332,151.0789913,"20160725 00:00",20160725,"00:00",0,20,0
"Olympic Park Station",-33.8465207,151.0695205,"20160725 00:00",20160725,"00:00",56,60,0.933333333333333
"Otford Station",-34.2107866,151.0058313,"20160725 00:00",20160725,"00:00",0,0,0
"Ourimbah Station",-33.3467611,151.3709738,"20160725 00:00",20160725,"00:00",0,1,0
"Padstow Station",-33.9519169,151.0321766,"20160725 00:00",20160725,"00:00",0,41,0
"Panania Station",-33.9542478,150.9980643,"20160725 00:00",20160725,"00:00",0,13,0
"Parramatta Station",-33.817225,151.0048271,"20160725 00:00",20160725,"00:00",0,402,0
"Pendle Hill Station",-33.8015336,150.9564949,"20160725 00:00",20160725,"00:00",0,33,0
"Pennant Hills Station",-33.7377077,151.072736,"20160725 00:00",20160725,"00:00",0,33,0
"Penrith Station",-33.7500789,150.6964373,"20160725 00:00",20160725,"00:00",0,79,0
"Penshurst Station",-33.966209,151.0888473,"20160725 00:00",20160725,"00:00",0,35,0
"Petersham Station",-33.8939152,151.1551506,"20160725 00:00",20160725,"00:00",0,35,0
"Picton Station",-34.1791798,150.6127122,"20160725 00:00",20160725,"00:00",0,1,0
"Point Clare Station",-33.4460053,151.3284562,"20160725 00:00",20160725,"00:00",0,1,0
"Punchbowl Station",-33.9254435,151.0554739,"20160725 00:00",20160725,"00:00",0,26,0
"Pymble Station",-33.739,151.1452496,"20160725 00:00",20160725,"00:00",0,27,0
"Quakers Hill Station",-33.7274173,150.886186,"20160725 00:00",20160725,"00:00",0,35,0
"Redfern Station",-33.8916355,151.1987696,"20160725 00:00",20160725,"00:00",0,299,0
"Regents Park Station",-33.8829766,151.023934,"20160725 00:00",20160725,"00:00",0,10,0
"Revesby Station",-33.9524956,151.0153257,"20160725 00:00",20160725,"00:00",0,44,0
"Rhodes Station",-33.8305698,151.0870736,"20160725 00:00",20160725,"00:00",0,105,0
"Richmond Station",-33.5989191,150.7526227,"20160725 00:00",20160725,"00:00",0,4,0
"Riverstone Station",-33.6792984,150.8603599,"20160725 00:00",20160725,"00:00",0,4,0
"Riverwood Station",-33.9514511,151.0524923,"20160725 00:00",20160725,"00:00",0,45,0
"Rockdale Station",-33.9521845,151.1366347,"20160725 00:00",20160725,"00:00",0,115,0
"Rooty Hill Station",-33.7716171,150.8446147,"20160725 00:00",20160725,"00:00",0,28,0
"Rosehill Station",-33.8231918,151.0219798,"20160725 00:00",20160725,"00:00",0,0,0
"Roseville Station",-33.78431,151.1774016,"20160725 00:00",20160725,"00:00",0,28,0
"Rydalmere Station",-33.8101539,151.0291298,"20160725 00:00",20160725,"00:00",0,0,0
"Schofields Station",-33.7044944,150.8741571,"20160725 00:00",20160725,"00:00",0,12,0
"Sefton Station",-33.8852763,151.0117364,"20160725 00:00",20160725,"00:00",0,5,0
"Seven Hills Station",-33.7742997,150.9361383,"20160725 00:00",20160725,"00:00",0,67,0
"Springwood Station",-33.6989647,150.5637237,"20160725 00:00",20160725,"00:00",0,11,0
"Stanmore Station",-33.8946689,151.1639107,"20160725 00:00",20160725,"00:00",0,39,0
"Stanwell Park Station",-34.2262528,150.9813111,"20160725 00:00",20160725,"00:00",0,0,0
"St James Station",-33.8703211,151.2110216,"20160725 00:00",20160725,"00:00",0,113,0
"St Leonards Station",-33.822727,151.1941478,"20160725 00:00",20160725,"00:00",0,197,0
"St Marys Station",-33.7620945,150.7751473,"20160725 00:00",20160725,"00:00",0,46,0
"St Peters Station",-33.9072122,151.1806748,"20160725 00:00",20160725,"00:00",0,40,0
"Strathfield Station",-33.871672,151.0942856,"20160725 00:00",20160725,"00:00",36,258,0.13953488372093
"Summer Hill Station",-33.8904272,151.1387352,"20160725 00:00",20160725,"00:00",0,38,0
"Sutherland Station",-34.0315181,151.0573477,"20160725 00:00",20160725,"00:00",0,75,0
"Sydenham Station",-33.9148294,151.1660651,"20160725 00:00",20160725,"00:00",0,67,0
"Tahmoor Station",-34.22353,150.5899577,"20160725 00:00",20160725,"00:00",0,0,0
"Tascott Station",-33.4510937,151.3184561,"20160725 00:00",20160725,"00:00",0,1,0
"Telarah Station",-32.723438,151.5398629,"20160725 00:00",20160725,"00:00",0,0,0
"Telopea Station",-33.7938268,151.0414977,"20160725 00:00",20160725,"00:00",0,2,0
"Tempe Station",-33.9239041,151.1566004,"20160725 00:00",20160725,"00:00",0,13,0
"Thirroul Station",-34.3180156,150.918912,"20160725 00:00",20160725,"00:00",0,8,0
"Thornleigh Station",-33.7318138,151.0782158,"20160725 00:00",20160725,"00:00",0,17,0
"Thornton Station",-32.783541,151.6397052,"20160725 00:00",20160725,"00:00",0,0,0
"Toongabbie Station",-33.7872594,150.9514665,"20160725 00:00",20160725,"00:00",0,25,0
"Town Hall Station",-33.8732664,151.2062183,"20160725 00:00",20160725,"00:00",126,1187,0.106149957877001
"Tuggerah Station",-33.3078843,151.4202563,"20160725 00:00",20160725,"00:00",0,10,0
"Turramurra Station",-33.7326649,151.1286964,"20160725 00:00",20160725,"00:00",0,45,0
"Turrella Station",-33.9298449,151.1399518,"20160725 00:00",20160725,"00:00",0,8,0
"Unanderra Station",-34.4549079,150.8457446,"20160725 00:00",20160725,"00:00",0,2,0
"Victoria Street Station",-32.7510294,151.5940833,"20160725 00:00",20160725,"00:00",0,1,0
"Villawood Station",-33.8808286,150.9769349,"20160725 00:00",20160725,"00:00",0,3,0
"Vineyard Station",-33.6504454,150.8510742,"20160725 00:00",20160725,"00:00",0,0,0
"Wahroonga Station",-33.7177411,151.1172069,"20160725 00:00",20160725,"00:00",0,19,0
"Waitara Station",-33.7102024,151.1046851,"20160725 00:00",20160725,"00:00",0,32,0
"Warabrook Station",-32.9028883,151.7316081,"20160725 00:00",20160725,"00:00",0,1,0
"Warnervale Station",-33.2474148,151.4487372,"20160725 00:00",20160725,"00:00",0,1,0
"Warrawee Station",-33.7242023,151.1216881,"20160725 00:00",20160725,"00:00",0,10,0
"Warrimoo Station",-33.7214344,150.6027686,"20160725 00:00",20160725,"00:00",0,1,0
"Warwick Farm Station",-33.9131522,150.9350012,"20160725 00:00",20160725,"00:00",0,20,0
"Waterfall Station",-34.1345533,150.9945046,"20160725 00:00",20160725,"00:00",0,3,0
"Waverton Station",-33.8376726,151.1973732,"20160725 00:00",20160725,"00:00",0,26,0
"Wentworth Falls Station",-33.7094522,150.3763691,"20160725 00:00",20160725,"00:00",0,2,0
"Wentworthville Station",-33.8070993,150.9725436,"20160725 00:00",20160725,"00:00",0,37,0
"Werrington Station",-33.7591687,150.7576481,"20160725 00:00",20160725,"00:00",0,9,0
"Westmead Station",-33.8084371,150.9878994,"20160725 00:00",20160725,"00:00",0,86,0
"West Ryde Station",-33.8114251,151.0858907,"20160725 00:00",20160725,"00:00",0,47,0
"Wiley Park Station",-33.9228156,151.0673791,"20160725 00:00",20160725,"00:00",0,17,0
"Windsor Station",-33.6138625,150.8111434,"20160725 00:00",20160725,"00:00",0,6,0
"Wolli Creek Station",-33.9285672,151.1540101,"20160725 00:00",20160725,"00:00",0,64,0
"Wollongong Station",-34.4269596,150.8883194,"20160725 00:00",20160725,"00:00",0,16,0
"Wollstonecraft Station",-33.8319314,151.1918642,"20160725 00:00",20160725,"00:00",0,29,0
"Woolooware Station",-34.052741,151.140808,"20160725 00:00",20160725,"00:00",0,8,0
"Woy Woy Station",-33.4857299,151.3233311,"20160725 00:00",20160725,"00:00",0,47,0
"Wyee Station",-33.180051,151.4871381,"20160725 00:00",20160725,"00:00",0,0,0
"Wynyard Station",-33.8657423,151.2061878,"20160725 00:00",20160725,"00:00",58,871,0.0665901262916188
"Wyong Station",-33.2855746,151.4252734,"20160725 00:00",20160725,"00:00",0,11,0
"Yagoona Station",-33.9069245,151.0242827,"20160725 00:00",20160725,"00:00",0,13,0
"Yennora Station",-33.864633,150.9711707,"20160725 00:00",20160725,"00:00",0,6,0
"Albion Park Station",-34.566667,150.791667,"20160725 00:15",20160725,"00:15",0,1,0
"Allawah Station",-33.96973,151.1145487,"20160725 00:15",20160725,"00:15",0,28,0
"Arncliffe Station",-33.9368139,151.1471044,"20160725 00:15",20160725,"00:15",0,23,0
"Artarmon Station",-33.8088462,151.1851338,"20160725 00:15",20160725,"00:15",0,71,0
"Ashfield Station",-33.8876216,151.1257964,"20160725 00:15",20160725,"00:15",0,148,0
"Asquith Station",-33.6887073,151.1081745,"20160725 00:15",20160725,"00:15",0,12,0
"Auburn Station",-33.8493342,151.0327747,"20160725 00:15",20160725,"00:15",0,125,0
"Austinmer Station",-34.3064769,150.9293306,"20160725 00:15",20160725,"00:15",0,0,0
"Banksia Station",-33.94519,151.140458,"20160725 00:15",20160725,"00:15",0,16,0
"Bankstown Station",-33.9178532,151.0341437,"20160725 00:15",20160725,"00:15",0,91,0
"Bardwell Park Station",-33.9313462,151.1253131,"20160725 00:15",20160725,"00:15",0,10,0
"Bathurst Station",-33.4256614,149.5831502,"20160725 00:15",20160725,"00:15",0,0,0
"Beecroft Station",-33.7494775,151.0666703,"20160725 00:15",20160725,"00:15",0,18,0
"Belmore Station",-33.917181,151.0883315,"20160725 00:15",20160725,"00:15",0,28,0
"Berala Station",-33.8716223,151.0324957,"20160725 00:15",20160725,"00:15",0,16,0
"Berowra Station",-33.6233665,151.1529859,"20160725 00:15",20160725,"00:15",0,13,0
"Berry Station",-34.7803092,150.6965918,"20160725 00:15",20160725,"00:15",0,0,0
"Beverly Hills Station",-33.9490886,151.0810102,"20160725 00:15",20160725,"00:15",0,22,0
"Bexley North Station",-33.9374584,151.1136524,"20160725 00:15",20160725,"00:15",0,9,0
"Birrong Station",-33.8928869,151.0239787,"20160725 00:15",20160725,"00:15",0,8,0
"Blackheath Station",-33.6337509,150.284371,"20160725 00:15",20160725,"00:15",0,1,0
"Blacktown Station",-33.7685054,150.9072636,"20160725 00:15",20160725,"00:15",0,188,0
"Blaxland Station",-33.7435858,150.609586,"20160725 00:15",20160725,"00:15",0,5,0
"Bomaderry Station",-34.85353,150.609062,"20160725 00:15",20160725,"00:15",0,1,0
"Bondi Junction Station",-33.8910387,151.2484687,"20160725 00:15",20160725,"00:15",0,271,0
"Booragul Station",-32.9716709,151.6052148,"20160725 00:15",20160725,"00:15",0,0,0
"Bowral Station",-34.4779051,150.4168956,"20160725 00:15",20160725,"00:15",0,1,0
"Broadmeadow Station",-32.9232749,151.7340058,"20160725 00:15",20160725,"00:15",0,3,0
"Bulli Station",-34.3342325,150.9147684,"20160725 00:15",20160725,"00:15",0,1,0
"Burwood Station",-33.8770386,151.1039008,"20160725 00:15",20160725,"00:15",0,190,0
"Cabramatta Station",-33.8947601,150.9388232,"20160725 00:15",20160725,"00:15",0,87,0
"Campbelltown Station",-34.0634601,150.8145699,"20160725 00:15",20160725,"00:15",0,56,0
"Campsie Station",-33.9104129,151.1034893,"20160725 00:15",20160725,"00:15",0,88,0
"Canley Vale Station",-33.8873656,150.9434962,"20160725 00:15",20160725,"00:15",0,26,0
"Canterbury Station",-33.9120653,151.1189744,"20160725 00:15",20160725,"00:15",0,20,0
"Cardiff Station",-32.9414784,151.6625684,"20160725 00:15",20160725,"00:15",0,3,0
"Caringbah Station",-34.041611,151.1221247,"20160725 00:15",20160725,"00:15",0,28,0
"Carlingford Station",-33.782135,151.0471415,"20160725 00:15",20160725,"00:15",0,3,0
"Carlton Station",-33.9682746,151.1243625,"20160725 00:15",20160725,"00:15",0,29,0
"Carramar Station",-33.8845142,150.9610081,"20160725 00:15",20160725,"00:15",0,2,0
"Casula Station",-33.9501839,150.9118169,"20160725 00:15",20160725,"00:15",0,0,0
"Central Station",-33.8826209,151.2065819,"20160725 00:15",20160725,"00:15",78,1156,0.0674740484429066
"Chatswood Station",-33.7967905,151.1806876,"20160725 00:15",20160725,"00:15",0,297,0
"Cheltenham Station",-33.755699,151.0785393,"20160725 00:15",20160725,"00:15",0,12,0
"Chester Hill Station",-33.8835937,150.9998399,"20160725 00:15",20160725,"00:15",0,7,0
"Circular Quay Station",-33.8613056,151.2108216,"20160725 00:15",20160725,"00:15",0,302,0
"Clarendon Station",-33.6086262,150.7880152,"20160725 00:15",20160725,"00:15",0,0,0
"Clyde Station",-33.8356783,151.0165296,"20160725 00:15",20160725,"00:15",0,3,0
"Como Station",-34.0045866,151.0681421,"20160725 00:15",20160725,"00:15",0,6,0
"Concord West Station",-33.848586,151.0856552,"20160725 00:15",20160725,"00:15",0,23,0
"Coniston Station",-34.437856,150.8851264,"20160725 00:15",20160725,"00:15",0,0,0
"Corrimal Station",-34.3756089,150.9049369,"20160725 00:15",20160725,"00:15",0,0,0
"Cronulla Station",-34.0557489,151.1515177,"20160725 00:15",20160725,"00:15",0,23,0
"Croydon Station",-33.8832136,151.1150945,"20160725 00:15",20160725,"00:15",0,23,0
"Dapto Station",-34.4930357,150.7917782,"20160725 00:15",20160725,"00:15",0,2,0
"Denistone Station",-33.7996626,151.0869192,"20160725 00:15",20160725,"00:15",0,5,0
"Domestic Station",-33.9337438,151.1807518,"20160725 00:15",20160725,"00:15",0,76,0
"Doonside Station",-33.7638836,150.868858,"20160725 00:15",20160725,"00:15",0,26,0
"Dulwich Hill Station",-33.9110628,151.1411708,"20160725 00:15",20160725,"00:15",0,25,0
"Dundas Station",-33.8037891,151.0330836,"20160725 00:15",20160725,"00:15",0,1,0
"Dungog Station",-32.402097,151.7594372,"20160725 00:15",20160725,"00:15",0,0,0
"East Hills Station",-33.9619365,150.9846693,"20160725 00:15",20160725,"00:15",0,6,0
"East Richmond Station",-33.6017605,150.7590569,"20160725 00:15",20160725,"00:15",0,1,0
